Geneid sorted_2.bam sorted_3.bam ERR1755086-sort.bam ERR1755087-sort.bam ERR1755084_sorted.bam ERR1755085_sorted.bam
Zc3h3 289 350 253 296 309 347
Gsdmd 2058 2018 1542 1583 2008 1646
Naprt1 124 113 44 43 122 40
Eef1d 4611 4270 4154 4142 4279 4791
Tigd5 21 15 23 22 14 26
Pycrl 343 384 346 363 327 419
Tsta3 764 798 760 786 756 844
Zfp623 249 238 113 131 255 125
Zfp707 589 559 668 728 547 766
Ccdc166 236 220 272 317 248 285
Mapk15 6 7 18 13 5 11
Fam83h 32 42 75 69 29 58
Scrib 2982 3196 2140 2400 3019 2467
Puf60 5021 5370 5077 5554 5420 5955
Nrbp2 53 72 84 122 56 98
Eppk1 5 3 2 0 3 3
BC024139 0 0 0 0 0 0
Plec 14965 15766 14987 16613 14407 16514
Mir1942 2 0 0 0 0 0
Parp10 2823 2771 2196 2283 2570 2461
Grina 3056 3357 2813 3109 3184 3197
Gm10872 0 0 0 1 0 3
Spatc1 0 6 1 0 0 0
Smpd5 307 306 339 318 338 430
Oplah 137 143 188 209 150 238
Exosc4 436 431 524 556 399 537
Gpaa1 962 1102 933 1051 1087 976
Cyc1 1526 1566 1508 1735 1435 1743
Sharpin 2216 2448 2465 2552 2442 2886
Maf1 2445 2677 2708 2889 2357 2908
Fam203a 327 342 254 289 285 310
Tssk5 1 0 0 0 0 0
Mroh1 1701 1748 1431 1669 1746 1546
Bop1 1909 2121 1714 1835 1993 1867
Scx 30 24 30 15 9 8
Hsf1 2069 2287 1512 1789 2057 1773
Dgat1 2483 2616 1772 1939 2344 1968
Scrt1 12 24 17 34 18 20
Fbxl6 1138 1279 1173 1335 1187 1215
Slc52a2 421 508 280 330 476 310
Adck5 492 500 198 213 416 227
Cpsf1 3870 3890 3054 3375 3806 3514
Slc39a4 623 600 308 332 615 326
Vps28 2949 3410 3085 3360 3206 3432
Tonsl 1241 1189 1199 1302 1167 1363
Cyhr1 1941 1984 1599 1686 1896 1756
Kifc2 447 473 379 407 498 457
Foxh1 0 3 1 0 0 2
Ppp1r16a 447 528 295 388 473 343
Gpt 159 162 137 145 173 146
Mfsd3 61 89 52 54 58 74
Recql4 390 362 367 420 367 482
Lrrc14 318 321 216 244 224 244
Lrrc24 52 51 28 39 30 15
C030006K11Rik 232 205 144 195 166 121
Arhgap39 950 958 333 332 1051 342
Zfp251 741 678 927 964 737 1107
Zfp7 804 762 765 793 829 983
Commd5 247 243 326 290 249 329
Rpl8 31171 29490 24249 25110 28477 26732
Zfp647 30 31 19 28 32 34
1110038F14Rik 694 730 542 643 681 679
Mb 0 0 0 0 0 0
Apol6 0 0 0 0 0 0
Rbfox2 26 23 2 1 22 2
Apol7a 1 2 5 3 2 2
Apol9a 6 6 2 0 5 2
Apol7b 93 93 81 76 92 90
Apol10a 0 0 1 0 0 1
Apol11a 1 1 6 1 0 3
Apol7c 11 18 113 92 9 109
1700025B11Rik 0 0 0 0 0 0
Apol10b 158 130 91 81 162 75
Gm8221 86 87 87 84 23 73
Apol11b 8 9 48 27 9 42
Apol7e 1022 886 888 972 1006 1024
Apol9b 55 43 12 10 48 8
Apol8 71 51 52 62 49 76
Myh9 62037 59940 65358 69890 59371 74207
Txn2 2406 2412 2469 2537 2571 2781
Foxred2 235 210 122 172 254 181
Eif3d 4645 4627 4041 4476 4519 4857
Cacng2 0 0 0 0 0 0
Ift27 421 444 350 401 432 398
Pvalb 0 0 0 0 0 0
Ncf4 2626 2488 1701 1932 2504 2066
Csf2rb2 34 38 207 243 33 268
Csf2rb 67 67 390 415 71 399
Tex33 1 2 0 0 4 0
Tst 31 42 29 24 49 21
Mpst 595 703 434 538 572 483
Kctd17 635 695 222 260 646 240
Tmprss6 1 7 10 1 1 4
Il2rb 22300 22298 18876 20967 22303 21385
C1qtnf6 470 521 257 296 465 276
Sstr3 1 4 0 0 1 0
Rac2 39626 46053 45590 50361 44187 52013
Cyth4 6118 6290 7840 8429 6214 9023
Elfn2 1 2 0 0 3 2
Mfng 3395 3601 2442 2728 3500 2725
Card10 90 75 51 56 67 40
Cdc42ep1 3 5 5 1 2 2
Lgals2 0 0 0 0 0 0
Gga1 2369 2688 2375 2668 2398 2554
Sh3bp1 3901 4162 3533 3987 4197 4184
Pdxp 363 358 376 399 328 364
Lgals1 16858 17729 31207 33342 17588 36737
Nol12 756 791 860 913 827 1018
Triobp 1856 2045 1627 1803 1996 1902
Gm10865 6 8 10 8 0 2
H1f0 1623 1585 859 937 1622 1037
Gcat 262 270 285 363 276 280
Galr3 22 26 58 39 12 39
Ankrd54 928 1064 1315 1425 931 1562
Eif3l 4554 4236 4362 4540 4408 4971
Micall1 2298 2332 1023 1184 2637 1467
1700088E04Rik 1 0 0 0 1 0
Polr2f 596 603 539 571 546 610
Sox10 0 0 0 0 0 0
Gm10863 16 23 19 12 18 12
Pick1 531 567 315 316 575 311
Slc16a8 3 7 6 1 0 0
Baiap2l2 8 10 2 8 15 4
Pla2g6 770 853 291 341 752 318
Maff 2219 2037 471 535 2037 593
Tmem184b 1366 1542 1207 1324 1594 1372
Mir1943 0 2 1 0 4 1
Csnk1e 629 747 506 539 646 520
Kcnj4 0 0 0 0 0 0
Kdelr3 4 3 4 6 1 10
Ddx17 12374 11025 9898 10554 11651 11631
Dmc1 2 1 2 5 0 2
Fam227a 16 13 12 5 15 7
Cby1 266 264 236 256 259 258
Tomm22 2192 2072 2518 2646 2287 2990
Josd1 1035 898 745 837 934 879
Gtpbp1 4315 4442 4116 4587 4568 4866
Sun2 11126 11079 10046 10770 10634 10893
Gm16576 106 84 49 51 76 68
Dnalc4 155 167 90 118 169 111
Npcd 0 0 0 0 0 0
Nptxr 2 2 0 4 0 2
Cbx6 1487 1529 773 873 1454 907
D730005E14Rik 169 136 53 42 132 38
Apobec3 4757 4772 4895 5257 5169 5836
Cbx7 3379 3630 1604 1771 3507 1880
Pdgfb 38 46 199 204 37 211
Rpl3 12771 11956 9604 9169 12432 11239
Snord83b 31 36 20 26 27 21
Snord43 2 3 7 2 9 5
Syngr1 7 3 3 0 4 2
Tab1 704 684 591 660 665 667
Mgat3 0 2 2 0 1 1
Smcr7l 1273 1112 1038 1080 1154 1171
Atf4 14289 13636 12271 12832 14457 14505
Rps19bp1 292 260 236 266 246 257
Cacna1i 342 323 208 221 327 195
Enthd1 2 6 12 6 3 10
Grap2 5829 5414 8213 8660 5421 9248
Fam83f 31 26 13 22 4 11
A430088P11Rik 246 204 140 174 205 181
Tnrc6b 7174 6515 5257 5580 6885 6244
Mir5113 0 0 0 0 0 0
Adsl 1536 1447 1277 1362 1552 1461
Sgsm3 258 267 205 225 277 190
Mkl1 4051 4474 4727 5275 4209 5224
4930483J18Rik 1 0 0 1 0 0
Mchr1 0 1 0 0 1 0
Slc25a17 1055 922 806 699 1000 865
St13 4675 3909 2602 2789 4260 3382
Xpnpep3 278 296 254 291 343 306
Dnajb7 11 9 2 8 0 0
Rbx1 1134 1120 1250 1254 1143 1501
Ep300 7484 7041 7025 7382 7646 8209
L3mbtl2 1126 1150 1177 1322 1165 1515
Chadl 17 16 4 6 2 3
Rangap1 5219 4935 4791 5149 4953 5590
Zc3h7b 1257 1218 996 1030 1224 1179
Tef 612 601 641 624 635 753
Tob2 5211 5553 2576 2988 5440 3084
Phf5a 1072 1154 1385 1350 1129 1475
Aco2 4157 4221 3965 4317 4276 4694
Polr3h 210 188 122 151 158 148
Csdc2 0 1 4 0 0 0
Pmm1 536 527 740 785 574 739
1700029P11Rik 0 0 0 0 0 0
Desi1 1619 1654 1458 1607 1684 1681
Xrcc6 940 945 713 738 851 827
Nhp2l1 1246 1463 1320 1391 1543 1609
4930407I10Rik 1 1 0 1 0 1
Mei1 4 2 0 0 3 0
Ccdc134 849 825 868 953 812 1055
Srebf2 6181 6739 5202 5534 6583 5681
Mir33 0 0 0 0 0 0
AI848285 4 0 0 3 0 0
Tnfrsf13c 121 133 241 253 122 291
Cenpm 171 175 269 268 201 279
1500009C09Rik 0 0 0 0 0 0
Sept3 6 12 151 124 13 153
Wbp2nl 0 0 1 0 2 0
Naga 802 893 1006 1057 780 1160
Fam109b 14 18 34 36 12 30
1500032L24Rik 1650 1360 1484 1504 1227 1646
Ndufa6 1550 1512 1591 1647 1507 1872
Cyp2d22 30 36 14 16 35 8
Cyp2d11 0 0 0 0 0 0
Cyp2d10 0 0 0 0 0 0
Cyp2d9 0 0 0 0 0 0
Cyp2d12 0 0 0 0 0 0
Cyp2d34 0 0 0 0 0 0
Cyp2d13 0 0 0 0 0 0
Cyp2d37-ps 0 0 0 0 0 0
Cyp2d40 0 0 0 0 0 0
Cyp2d26 4 0 1 1 2 0
Tcf20 4229 3948 2882 3100 4030 3440
Tbrg3 70 83 50 49 99 67
Gm20324 250 294 170 187 259 207
Nfam1 65 41 229 215 37 256
Serhl 277 333 337 300 434 446
Rrp7a 1416 1481 1293 1444 1673 1917
Poldip3 4292 4240 3861 4431 4053 4526
Rnu12 9 14 6 12 17 7
Cyb5r3 1027 1092 1118 1181 1069 1302
A4galt 0 0 2 1 0 2
Arfgap3 298 329 310 290 285 368
1700001L05Rik 75 50 58 71 57 68
Pacsin2 1869 1759 1875 2060 1802 2296
Ttll1 188 221 183 165 192 185
Bik 56 52 26 28 43 33
Mcat 233 245 206 237 238 271
Tspo 1658 1711 1885 1953 1560 1946
Ttll12 1938 2214 1590 1832 2104 1828
Scube1 1 2 4 2 5 11
Mpped1 0 0 0 0 0 0
Efcab6 3 1 39 61 2 52
Sult4a1 26 28 21 19 31 29
Pnpla5 0 0 0 0 0 0
Pnpla3 15 15 0 6 21 1
Samm50 1778 1667 1687 1581 1685 1772
Parvb 3 0 14 20 1 18
Parvg 3395 3437 3185 3531 3254 3866
1810041L15Rik 0 4 0 0 0 0
Ldoc1l 261 222 119 169 216 160
Prr5 49 43 218 252 63 252
Gm20556 0 0 0 0 0 0
Arhgap8 0 0 0 0 0 1
Phf21b 470 580 714 721 520 765
Nup50 3489 3257 3625 3959 3444 4192
5031439G07Rik 469 440 582 582 478 594
Mir1249 1 5 2 0 1 3
Upk3a 0 0 0 0 0 0
Fam118a 992 865 394 406 884 432
Smc1b 6 4 2 5 2 0
Ribc2 0 0 0 0 0 0
Gm19277 0 0 0 0 0 0
Fbln1 19 16 2 2 11 0
Atxn10 2498 2212 1287 1340 2282 1577
7530416G11Rik 0 0 0 1 0 0
Wnt7b 1 0 0 0 0 0
AU022754 0 0 0 0 0 0
Mirlet7c-2 0 0 0 0 0 1
Mirlet7b 2 0 0 0 0 0
Ppara 3 1 1 1 4 0
Cdpf1 354 334 310 362 320 342
Pkdrej 0 0 0 0 1 1
Ttc38 909 802 704 732 843 749
Gtse1 736 783 937 985 755 1009
Trmu 297 252 189 201 278 225
Celsr1 4830 4855 2551 2813 4703 2782
Gramd4 4540 4358 3544 3979 4400 4042
Cerk 416 393 776 805 397 880
Tbc1d22a 1207 1146 1234 1379 1224 1441
Fam19a5 0 0 0 0 0 0
B230214G05Rik 0 0 0 0 0 0
Zdhhc25 0 0 0 0 0 0
Brd1 4441 4154 3786 3978 4241 4330
Zbed4 356 335 376 435 335 433
Alg12 612 627 606 607 653 618
Creld2 896 852 969 1116 845 1219
Pim3 1192 1184 1075 1077 1033 1139
Ttll8 0 0 0 0 0 0
Mlc1 0 0 0 0 0 0
Mov10l1 0 0 0 1 0 0
Panx2 3 4 2 1 0 3
1810021B22Rik 3 5 10 11 11 7
Trabd 2240 2386 2018 2180 2144 2390
1300018J18Rik 541 549 600 595 847 1079
Tubgcp6 1716 1742 1517 1490 1879 1783
Hdac10 1053 1077 621 745 1106 729
Mapk12 156 168 21 23 134 26
Mapk11 1901 1840 341 420 1843 435
Plxnb2 140 129 231 292 143 288
Dennd6b 652 635 263 266 639 285
Ppp6r2 1236 1259 881 950 1183 977
Sbf1 10426 11309 9521 10487 10490 10772
Adm2 0 0 0 1 0 0
Miox 0 0 0 0 0 0
Lmf2 2403 2506 2394 2585 2393 2642
Ncaph2 3493 3561 3727 4019 3809 4435
Sco2 0 0 0 0 38 72
Tymp 21 19 19 31 14 14
Odf3b 4 3 1 3 3 5
Klhdc7b 0 0 0 0 0 0
Syce3 0 0 0 0 0 0
Cpt1b 13 11 7 8 3 7
BC090627 0 1 0 0 0 0
Chkb 64 62 54 38 46 47
Mapk8ip2 5 8 13 13 6 16
Arsa 608 625 492 551 478 530
Shank3 2 3 4 3 0 1
Acr 0 0 0 0 0 0
Rabl2 18 30 25 27 38 25
Syt10 0 0 0 0 0 0
Alg10b 1812 1524 1670 1695 1677 1949
Cpne8 0 1 2 1 0 3
Spn-ps 0 0 0 0 0 0
Kif21a 0 0 0 1 0 0
Abcd2 2 2 4 1 2 7
Slc2a13 1 0 0 0 1 0
Lrrk2 82 74 292 298 99 371
Muc19 0 0 0 0 0 0
Smgc 0 0 0 0 0 0
Cntn1 17 13 3 3 17 4
Mir544 0 0 0 0 0 1
Pdzrn4 0 0 0 0 0 0
Gxylt1 2249 1864 1421 1409 2216 1726
Yaf2 856 798 616 541 899 706
Zcrb1 1323 1072 973 1048 1271 1248
Pphln1 1381 1182 1019 1089 1285 1223
Prickle1 159 144 4 18 123 17
9430014N10Rik 0 0 0 0 0 0
D630010B17Rik 0 0 0 0 0 0
Adamts20 18 12 3 2 11 3
Pus7l 425 366 309 323 395 294
Irak4 1410 1289 1092 1133 1395 1335
Twf1 1842 1616 1525 1504 1762 1657
Tmem117 2 3 0 0 4 0
LOC100043315 0 0 0 0 0 0
Nell2 0 0 0 0 0 0
Dbx2 0 0 0 0 1 0
Ano6 3248 2940 2768 2926 2945 3317
D030018L15Rik 0 0 1 8 0 0
Gm4371 14 14 1 0 8 1
2610037D02Rik 5 4 0 0 2 2
E330033B04Rik 63 46 27 27 59 34
Arid2 3671 3376 2836 2934 3609 3305
Scaf11 6146 5145 4432 4433 5788 4946
Slc38a1 7859 7036 5379 5811 6664 5806
Slc38a2 13727 12219 9939 9945 12973 11612
Slc38a4 0 0 0 0 0 0
Amigo2 116 116 47 22 111 35
Pced1b 2595 2858 2216 2549 2650 2588
Rpap3 784 654 379 412 658 457
Endou 20 24 22 18 17 20
Rapgef3 28 38 6 6 30 9
Slc48a1 902 910 653 700 864 708
Hdac7 10898 11298 10867 12136 10676 12418
Vdr 94 103 6 18 99 22
Tmem106c 243 225 131 124 220 154
Col2a1 0 1 0 2 1 1
Senp1 2867 2605 2020 2032 2862 2294
Pfkm 402 369 140 156 385 185
Asb8 519 510 465 559 561 543
AI836003 134 116 6 14 137 18
Olfr288 0 0 0 0 0 0
Olfr287 0 0 0 0 0 0
Olfr286 0 0 0 0 0 0
H1fnt 0 0 0 0 0 0
Zfp641 3 0 0 0 0 0
Olfr285 0 0 0 0 0 0
Olfr257 0 0 0 0 0 0
Olfr284 0 0 0 0 0 0
Olfr283 0 0 0 0 0 0
1700031M16Rik 0 0 0 0 0 0
Olfr282 0 0 0 0 0 0
Olfr281 0 0 0 0 0 0
Lalba 5 1 0 3 4 0
Olfr279 0 0 0 0 0 0
Kansl2 666 602 471 483 596 570
Snora34 10 6 11 3 12 9
Snora2b 4 6 8 8 7 6
Ccnt1 1630 1477 1357 1355 1665 1719
9330020H09Rik 77 82 71 79 92 72
4930415O20Rik 1 3 1 0 1 1
Adcy6 620 562 121 121 646 140
Cacnb3 274 259 251 295 297 321
Ddx23 3627 3368 3054 3174 3562 3726
Rnd1 33 35 32 33 27 32
Ccdc65 0 0 1 0 0 0
Fkbp11 8 8 13 13 10 17
Arf3 5151 5198 3146 3584 5115 3747
Wnt10b 5 3 5 11 10 11
Wnt1 0 0 0 0 0 0
Ddn 4 4 3 7 5 5
Prkag1 3155 3198 3304 3598 3288 3993
Mll2 24301 24145 18084 20553 23525 20353
Rhebl1 164 117 119 149 150 160
Dhh 2 5 2 1 0 0
Lmbr1l 2307 2355 2057 2200 2222 2159
Tuba1b 1411 1128 1399 1872 1428 1853
Tuba1a 2090 2439 2063 2395 2321 2591
4930578M01Rik 0 2 1 0 0 0
Tuba1c 1705 1692 1994 2205 1658 2468
Prph 3 2 1 6 2 6
Troap 439 507 549 612 503 664
C1ql4 0 0 0 0 0 0
Dnajc22 1 0 2 0 3 0
Spats2 14 6 53 49 15 49
Kcnh3 15 14 10 14 20 10
Mcrs1 926 972 1101 1115 884 1082
1700120C14Rik 3 13 18 23 12 30
Fam186b 10 22 24 28 4 16
Prpf40b 161 128 24 23 128 23
Fmnl3 1174 1191 445 490 1108 492
Tmbim6 11635 11805 11037 12448 11556 12920
Nckap5l 930 1062 771 900 926 859
Bcdin3d 162 166 91 116 151 152
Faim2 0 0 0 0 0 0
Aqp2 0 0 0 0 0 0
Aqp5 0 0 0 0 0 0
Aqp6 0 0 0 0 0 0
Racgap1 4755 4468 8470 8833 4669 9849
Asic1 75 100 50 59 0 0
Smarcd1 1680 1647 1314 1441 1543 1483
Gpd1 10 24 3 4 17 10
Cox14 546 512 353 377 535 361
Cers5 2266 2017 1851 2002 2007 2087
Lima1 208 175 83 79 185 93
1700030F18Rik 0 0 0 0 0 0
Larp4 2112 1694 1755 1682 1862 2097
2310068J16Rik 7 4 2 1 2 1
Dip2b 3394 3160 2253 2318 3129 2699
Mir3473 3 3 2 2 0 0
Atf1 2432 2179 1922 1996 2325 2392
Tmprss12 0 0 0 0 0 0
Mettl7a1 326 298 318 335 288 396
Mettl7a3 0 1 0 0 0 0
AB099516 0 0 2 0 0 0
Mettl7a2 0 0 0 0 0 0
Higd1c 0 0 0 0 0 0
Slc11a2 1130 1182 1125 1244 1223 1348
Gm5475 0 0 1 0 0 0
Letmd1 1331 1349 1152 1294 1383 1373
Csrnp2 339 330 218 271 274 291
Tfcp2 182 196 110 107 213 109
Pou6f1 2615 2622 1763 1882 2583 1995
C330013E15Rik 20 22 11 19 30 15
Dazap2 10886 9739 10449 10816 10330 11822
Smagp 13 15 36 44 10 45
Bin2 15470 15508 14997 16390 16319 17555
Cela1 77 55 36 32 72 42
Galnt6 6397 6056 3403 3648 6397 3972
I730030J21Rik 154 166 71 65 206 78
Slc4a8 1023 1064 647 715 1069 746
Scn8a 25 34 2 2 27 2
Fignl2 0 0 2 0 0 0
Ankrd33 0 0 0 0 0 0
Acvrl1 28 25 95 94 33 85
Acvr1b 309 282 105 119 277 114
A330009N23Rik 26 39 52 42 25 24
AU021063 0 0 0 0 0 1
Grasp 319 368 505 524 281 551
Nr4a1 11591 13149 8740 9972 12717 10121
9430023L20Rik 714 743 867 873 700 930
6030408B16Rik 4 3 2 1 5 4
Krt80 9 16 19 26 10 14
Mir1941 0 0 0 0 0 0
Krt7 0 0 1 2 1 2
Krt85 1 0 0 0 0 0
Krt83 0 0 0 0 0 0
1700011A15Rik 0 0 0 0 0 0
Krt81 0 0 0 0 0 0
Krt86 1 1 0 0 0 0
5430421N21Rik 9 14 0 3 16 4
Gm6042 0 0 0 0 0 0
Krt84 0 0 0 0 0 0
Krt82 0 0 0 0 0 0
4732456N10Rik 0 0 0 0 0 0
Krt75 1 0 0 0 0 0
Gm5476 0 0 0 0 0 0
Gm5477 0 0 0 0 0 0
Gm5414 0 0 0 0 0 0
Gm5478 0 0 0 0 0 0
Krt6b 2 2 0 0 2 0
Krt6a 0 0 0 0 0 0
Krt5 2 0 0 0 0 0
Krt71 0 0 0 0 0 0
Krt74 0 0 0 0 0 0
Krt72 0 0 0 0 0 0
Krt73 0 0 0 0 0 0
Krt2 0 0 0 0 0 0
Krt1 1 0 0 0 1 0
Krt77 0 0 0 0 0 0
Krt76 0 0 0 0 0 0
Krt4 0 0 0 1 0 0
Krt79 0 0 0 0 0 0
Krt78 0 1 0 0 0 3
Krt8 0 0 0 0 0 1
Krt18 4 7 12 16 7 15
Eif4b 14464 13306 9998 10473 14072 12039
Tenc1 198 186 68 67 175 44
Spryd3 1253 1264 1045 1222 1228 1186
Igfbp6 4 4 14 10 2 11
Soat2 487 589 905 956 520 1039
Csad 179 155 119 133 141 133
Zfp740 3477 3030 2436 2526 2977 2579
Itgb7 22139 22317 15968 17326 20817 18073
Rarg 1437 1419 269 321 1349 291
Mfsd5 906 982 988 1166 937 1097
Espl1 1271 1281 1715 1916 1324 1962
Pfdn5 4356 3947 3462 3660 4036 4054
Myg1 767 817 857 889 884 956
Aaas 1551 1548 1689 1843 1599 1866
Sp7 0 0 0 0 0 0
Sp1 6751 5747 5073 5378 6285 6084
Amhr2 2 9 4 10 7 6
Prr13 6659 7229 6709 7365 7660 8418
Pcbp2 7966 8086 7208 7666 10229 10854
Map3k12 370 383 220 242 426 263
Tarbp2 452 489 403 498 447 505
Npff 97 90 61 72 83 88
Atf7 494 453 375 397 478 410
Atp5g2 662 694 670 758 768 736
Mir688 0 0 0 0 0 0
Calcoco1 1153 1163 1063 1143 1169 1197
Hoxc13 0 0 0 0 0 0
Hoxc12 0 0 0 0 0 0
Hotair 0 0 0 0 0 0
Hoxc11 0 0 0 0 0 0
Hoxc10 0 0 0 0 0 0
Mir196a-2 0 0 0 0 0 0
Hoxc9 0 3 8 8 0 9
Hoxc8 0 0 1 0 0 0
Hoxc6 1 1 0 2 0 0
Hoxc5 0 0 0 0 1 0
Mir615 0 0 0 0 0 0
Hoxc4 1 0 12 1 2 2
D930007P13Rik 0 0 0 0 0 0
Smug1 240 225 231 251 250 272
Cbx5 4728 3996 4026 4208 4284 4643
Mir421 2 2 3 0 0 0
Gm10052 0 0 0 0 0 0
Hnrnpa1 295 265 184 191 299 204
Gm5643 6 8 11 5 13 3
Nfe2 17 20 27 41 24 56
Copz1 2793 2629 2766 2934 2760 3215
Mir148b 0 0 0 0 0 0
Gpr84 0 0 3 0 0 1
Zfp385a 22 30 104 133 21 156
Itga5 10 24 33 44 11 40
Gtsf1 2 1 1 4 2 7
BC048502 0 0 0 0 0 0
Nckap1l 11289 10138 10497 11087 10646 11991
Pde1b 1050 1074 938 1067 1129 1059
Ppp1r1a 14 11 8 14 0 0
Glycam1 0 0 0 0 0 0
Mucl1 0 0 0 0 0 0
Spt1 0 0 0 0 0 0
Olfr161 0 0 0 0 0 0
Mefv 10 9 42 32 18 40
Zfp263 1881 1614 1560 1673 1747 1807
Olfr15 0 0 0 0 0 0
Zfp174 41 27 18 27 35 13
Zfp597 1032 735 788 741 829 902
Naa60 3661 3372 3323 3559 3439 4037
1700037C18Rik 61 54 55 58 45 67
Cluap1 605 555 415 460 524 475
Nlrc3 2985 2807 3219 3449 2771 3322
Slx4 1728 1645 1606 1804 1806 1966
Dnase1 159 147 132 136 0 0
Trap1 2630 2605 2513 2806 2705 2889
Crebbp 5755 5674 4544 5164 5594 5567
4930455F16Rik 0 0 0 0 0 0
Gm5766 0 1 4 1 1 1
Adcy9 33 30 7 5 52 4
Srl 17 10 27 38 19 34
Tfap4 245 238 118 108 268 116
Glis2 22 28 35 37 22 31
Pam16 178 173 187 206 182 219
Coro7 6008 6399 5657 6339 6112 6481
Vasn 973 884 696 718 4 4
Dnaja3 1010 1069 868 840 1094 959
Nmral1 427 471 477 485 477 512
Hmox2 1002 954 951 1008 1231 1492
Cdip1 1017 953 734 756 782 717
4930562C15Rik 18 16 7 6 0 0
Ubald1 2126 2493 1973 2284 2382 2251
Mgrn1 1090 1145 346 391 1051 403
Gm16861 24 34 6 16 3 2
Nudt16l1 864 979 904 993 969 1087
Anks3 1196 1181 888 985 1109 978
4930451G09Rik 4 9 1 7 14 7
Sept12 0 0 0 0 0 0
Gm5480 0 0 0 0 0 0
Rogdi 258 284 325 387 284 405
Glyr1 4802 4509 4189 4340 4771 4810
Ubn1 6745 5802 5272 5482 6091 6164
Ppl 4 0 1 3 3 6
Sec14l5 0 0 0 0 0 0
Nagpa 638 714 603 706 678 682
AU021092 5 5 5 2 0 0
Alg1 396 396 305 351 531 456
Fam86 408 411 283 230 353 256
Rbfox1 0 0 0 0 0 0
1700123O21Rik 0 0 0 0 0 0
Cldn26 0 0 0 0 0 0
Mettl22 224 219 151 146 235 164
Abat 12 6 2 4 4 0
Tmem186 536 476 445 516 479 498
Pmm2 2306 2210 2127 2220 2206 2517
Carhsp1 1174 1158 1520 1588 1041 1587
Usp7 8393 7454 6243 6426 8071 7401
1810013L24Rik 2359 2060 1713 1814 2276 2018
Grin2a 0 0 0 0 0 0
Rpl39l 23 31 21 23 29 15
Atf7ip2 4 0 6 9 2 3
Emp2 0 0 0 0 0 0
Tekt5 0 0 0 0 0 0
Nubp1 696 713 754 770 934 1158
Tvp23a 153 151 115 136 0 3
Ciita 120 139 683 725 120 716
Dexi 276 303 276 322 295 246
Clec16a 983 882 739 824 892 821
Socs1 755 963 361 410 684 381
Tnp2 18 10 0 6 15 2
Prm3 0 0 0 0 0 0
Prm2 2 3 0 0 2 0
Prm1 11 10 0 5 0 0
Rmi2 243 220 166 181 222 206
Litaf 548 522 883 1018 537 1059
Gm4262 10 8 5 10 0 1
Snn 249 244 161 144 252 213
Txndc11 1327 1310 1241 1325 1245 1334
Zc3h7a 7262 6088 5308 5454 6998 6443
Rsl1d1 4139 3447 3580 3520 3965 4231
2610020C07Rik 230 150 143 134 41 82
Gspt1 4566 4024 3198 3270 4474 3986
Mir1945 0 1 0 0 0 0
Tnfrsf17 0 0 2 3 1 6
Snx29 136 123 109 130 153 123
Cpped1 349 286 252 230 307 299
Gm9961 2 2 3 1 0 0
Shisa9 1 0 0 0 0 0
1700003L19Rik 0 0 0 0 0 0
Ercc4 1293 1186 1021 1035 1322 1053
Mkl2 1259 1255 967 1084 1181 1030
Mir193b 0 0 0 0 0 0
Mir365-1 0 0 0 0 0 0
2310015D24Rik 0 0 0 0 0 0
Parn 971 897 795 792 952 867
Bfar 1275 1232 1241 1293 1265 1417
3110001I22Rik 275 262 314 338 279 410
Pla2g10 2 1 0 0 0 0
1810007I06Rik 0 0 0 0 0 0
Rrn3 1288 1179 1205 1150 1284 1357
Ntan1 1154 1043 1213 1267 1110 1579
Pdxdc1 1301 1080 907 1018 1144 1085
Mpv17l 4 8 7 5 13 4
Ifitm7 0 0 0 0 0 0
2900011O08Rik 2 2 3 8 5 9
Marf1 5178 4458 4121 4388 4689 4956
Mir484 0 0 3 4 0 0
Nde1 2497 2451 2356 2370 2490 2863
Myh11 3 5 6 9 8 0
Fopnl 1006 803 942 899 904 1063
Abcc1 1799 1692 761 749 1734 858
A630010A05Rik 0 0 0 0 0 0
Snai2 14 17 1 2 10 2
Efcab1 0 0 0 0 0 0
Ube2v2 178 205 160 157 196 199
Mcm4 5596 4936 6362 6304 5241 7062
Prkdc 2788 2274 2276 2286 2538 2413
Mzt2 124 98 84 112 93 101
Cebpd 19 25 19 8 23 12
2310008H04Rik 512 508 394 375 500 435
Pkp2 46 42 10 4 51 15
Yars2 304 295 289 253 253 294
Dnm1l 3948 3234 2872 2834 3718 3333
Fgd4 0 1 2 1 1 4
Olfr19 0 0 0 0 0 0
4933404G15Rik 0 0 0 0 0 0
Spag6 2 1 0 0 0 2
Rpl31-ps12 6 16 5 6 6 7
Igll1 0 0 0 0 0 0
Vpreb1 3 7 13 13 14 14
Top3b 1550 1551 1225 1379 1580 1405
Ppm1f 1107 1002 731 828 1005 876
Mapk1 7480 6793 7102 7362 7429 8359
Ypel1 101 97 107 121 46 104
Ppil2 3952 3651 3679 3892 3939 4381
2610318N02Rik 293 347 365 365 343 462
Mir130b 2 0 0 0 0 0
Mir301b 0 0 0 0 0 0
Sdf2l1 778 826 1153 1182 733 1236
Ccdc116 48 53 45 49 52 45
Ydjc 114 121 77 86 89 76
Ube2l3 2533 2602 2693 2931 2712 3115
Rimbp3 5 4 4 15 2 8
Hic2 235 200 100 139 203 139
Tmem191c 416 474 219 280 452 294
Pi4ka 4442 4341 3947 4099 4121 4508
Serpind1 26 27 9 6 17 0
